response,instruction,context,combined_column,combined_column_len
"SELECT home_team AS score FROM table_name_51 WHERE away_team = ""essendon""",What was the home team score when essendon was the away team?,"CREATE TABLE table_name_51 (home_team VARCHAR, away_team VARCHAR)","Instruction: What was the home team score when essendon was the away team?
Context: CREATE TABLE table_name_51 (home_team VARCHAR, away_team VARCHAR)
Response: SELECT home_team AS score FROM table_name_51 WHERE away_team = ""essendon""",233
"SELECT COUNT(high_points) FROM table_27713583_2 WHERE date = ""October 17""",How many games were on october 17?,"CREATE TABLE table_27713583_2 (high_points VARCHAR, date VARCHAR)","Instruction: How many games were on october 17?
Context: CREATE TABLE table_27713583_2 (high_points VARCHAR, date VARCHAR)
Response: SELECT COUNT(high_points) FROM table_27713583_2 WHERE date = ""October 17""",206
"SELECT time_retired FROM table_name_36 WHERE grid < 13 AND constructor = ""alfa romeo"" AND laps > 12","what is the time/retired when the grid is less than 13, the constructor is alfa romeo and the laps is more than 12?","CREATE TABLE table_name_36 (time_retired VARCHAR, laps VARCHAR, grid VARCHAR, constructor VARCHAR)","Instruction: what is the time/retired when the grid is less than 13, the constructor is alfa romeo and the laps is more than 12?
Context: CREATE TABLE table_name_36 (time_retired VARCHAR, laps VARCHAR, grid VARCHAR, constructor VARCHAR)
Response: SELECT time_retired FROM table_name_36 WHERE grid < 13 AND constructor = ""alfa romeo"" AND laps > 12",346
"SELECT player FROM table_2679061_1 WHERE position = ""Defence"" AND college_junior_club_team = ""Ottawa 67's (OHL)""",who is the player for the position defence and the college/junior/club team is ottawa 67's (ohl)?,"CREATE TABLE table_2679061_1 (player VARCHAR, position VARCHAR, college_junior_club_team VARCHAR)","Instruction: who is the player for the position defence and the college/junior/club team is ottawa 67's (ohl)?
Context: CREATE TABLE table_2679061_1 (player VARCHAR, position VARCHAR, college_junior_club_team VARCHAR)
Response: SELECT player FROM table_2679061_1 WHERE position = ""Defence"" AND college_junior_club_team = ""Ottawa 67's (OHL)""",340
SELECT MAX(to_par) FROM table_name_54 WHERE total < 153,What is the highest to par that is less than 153,"CREATE TABLE table_name_54 (to_par INTEGER, total INTEGER)","Instruction: What is the highest to par that is less than 153
Context: CREATE TABLE table_name_54 (to_par INTEGER, total INTEGER)
Response: SELECT MAX(to_par) FROM table_name_54 WHERE total < 153",195
"SELECT order FROM table_19744915_3 WHERE public_vote = ""18.155%""",what is the order when public vote was 18.155%,"CREATE TABLE table_19744915_3 (order VARCHAR, public_vote VARCHAR)","Instruction: what is the order when public vote was 18.155%
Context: CREATE TABLE table_19744915_3 (order VARCHAR, public_vote VARCHAR)
Response: SELECT order FROM table_19744915_3 WHERE public_vote = ""18.155%""",210
"SELECT record FROM table_name_59 WHERE date = ""september 21""",What record has September 21 as the date?,"CREATE TABLE table_name_59 (record VARCHAR, date VARCHAR)","Instruction: What record has September 21 as the date?
Context: CREATE TABLE table_name_59 (record VARCHAR, date VARCHAR)
Response: SELECT record FROM table_name_59 WHERE date = ""september 21""",192
"SELECT place FROM table_name_78 WHERE player = ""tom kite""",What is Tom Kite's Place?,"CREATE TABLE table_name_78 (place VARCHAR, player VARCHAR)","Instruction: What is Tom Kite's Place?
Context: CREATE TABLE table_name_78 (place VARCHAR, player VARCHAR)
Response: SELECT place FROM table_name_78 WHERE player = ""tom kite""",174
SELECT COUNT(monto) FROM table_12526990_1 WHERE total_region = 11230,What is the monto where the total region is 11230?,"CREATE TABLE table_12526990_1 (monto VARCHAR, total_region VARCHAR)","Instruction: What is the monto where the total region is 11230?
Context: CREATE TABLE table_12526990_1 (monto VARCHAR, total_region VARCHAR)
Response: SELECT COUNT(monto) FROM table_12526990_1 WHERE total_region = 11230",219
"SELECT innovation FROM table_23050383_1 WHERE economic_incentive_regime = ""7.14""",What is the innovation when the economic incentive grime is 7.14? ,"CREATE TABLE table_23050383_1 (innovation VARCHAR, economic_incentive_regime VARCHAR)","Instruction: What is the innovation when the economic incentive grime is 7.14? 
Context: CREATE TABLE table_23050383_1 (innovation VARCHAR, economic_incentive_regime VARCHAR)
Response: SELECT innovation FROM table_23050383_1 WHERE economic_incentive_regime = ""7.14""",265
"SELECT MAX(league_cup_goals) FROM table_name_93 WHERE scorer = ""ken houghton"" AND fa_cup_goals < 0","Which League Cup goals have a Scorer of ken houghton, and an FA Cup goals smaller than 0?","CREATE TABLE table_name_93 (league_cup_goals INTEGER, scorer VARCHAR, fa_cup_goals VARCHAR)","Instruction: Which League Cup goals have a Scorer of ken houghton, and an FA Cup goals smaller than 0?
Context: CREATE TABLE table_name_93 (league_cup_goals INTEGER, scorer VARCHAR, fa_cup_goals VARCHAR)
Response: SELECT MAX(league_cup_goals) FROM table_name_93 WHERE scorer = ""ken houghton"" AND fa_cup_goals < 0",312
SELECT SUM(evening_gown) FROM table_name_88 WHERE swimsuit > 9.4 AND average < 9.733,What is the sum of Evening Gown scores where the swimsuit score is higher than 9.4 and the average score is lower than 9.733?,"CREATE TABLE table_name_88 (evening_gown INTEGER, swimsuit VARCHAR, average VARCHAR)","Instruction: What is the sum of Evening Gown scores where the swimsuit score is higher than 9.4 and the average score is lower than 9.733?
Context: CREATE TABLE table_name_88 (evening_gown INTEGER, swimsuit VARCHAR, average VARCHAR)
Response: SELECT SUM(evening_gown) FROM table_name_88 WHERE swimsuit > 9.4 AND average < 9.733",327
"SELECT place FROM table_name_50 WHERE player = ""stacy lewis""",What was Stacy Lewis' place?,"CREATE TABLE table_name_50 (place VARCHAR, player VARCHAR)","Instruction: What was Stacy Lewis' place?
Context: CREATE TABLE table_name_50 (place VARCHAR, player VARCHAR)
Response: SELECT place FROM table_name_50 WHERE player = ""stacy lewis""",180
"SELECT player FROM table_name_68 WHERE country = ""united states"" AND score = 77 - 72 - 72 = 221","Can you tell me the Player that has the Country of united states, and the Score of 77-72-72=221?","CREATE TABLE table_name_68 (player VARCHAR, country VARCHAR, score VARCHAR)","Instruction: Can you tell me the Player that has the Country of united states, and the Score of 77-72-72=221?
Context: CREATE TABLE table_name_68 (player VARCHAR, country VARCHAR, score VARCHAR)
Response: SELECT player FROM table_name_68 WHERE country = ""united states"" AND score = 77 - 72 - 72 = 221",300
"SELECT no FROM table_29085880_1 WHERE us_viewers__million_ = ""1.312""",Which episode number saw 1.312 million U.S. Wviewers?,"CREATE TABLE table_29085880_1 (no VARCHAR, us_viewers__million_ VARCHAR)","Instruction: Which episode number saw 1.312 million U.S. Wviewers?
Context: CREATE TABLE table_29085880_1 (no VARCHAR, us_viewers__million_ VARCHAR)
Response: SELECT no FROM table_29085880_1 WHERE us_viewers__million_ = ""1.312""",227
SELECT formats FROM files GROUP BY formats ORDER BY COUNT(*) DESC LIMIT 1,What is the most popular file format?,CREATE TABLE files (formats VARCHAR),"Instruction: What is the most popular file format?
Context: CREATE TABLE files (formats VARCHAR)
Response: SELECT formats FROM files GROUP BY formats ORDER BY COUNT(*) DESC LIMIT 1",180
"SELECT record FROM table_name_72 WHERE nationality = ""bahamas"" AND games = ""2012 hamilton""",What is the Record of the 2012 Hamilton Games from Bahamas?,"CREATE TABLE table_name_72 (record VARCHAR, nationality VARCHAR, games VARCHAR)","Instruction: What is the Record of the 2012 Hamilton Games from Bahamas?
Context: CREATE TABLE table_name_72 (record VARCHAR, nationality VARCHAR, games VARCHAR)
Response: SELECT record FROM table_name_72 WHERE nationality = ""bahamas"" AND games = ""2012 hamilton""",262
"SELECT conference_joined FROM table_name_67 WHERE location = ""terre haute"" AND mascot = ""golden bears""","Can you tell me the Conference Joined that has the Location of terre haute, and the Mascot of golden bears?","CREATE TABLE table_name_67 (conference_joined VARCHAR, location VARCHAR, mascot VARCHAR)","Instruction: Can you tell me the Conference Joined that has the Location of terre haute, and the Mascot of golden bears?
Context: CREATE TABLE table_name_67 (conference_joined VARCHAR, location VARCHAR, mascot VARCHAR)
Response: SELECT conference_joined FROM table_name_67 WHERE location = ""terre haute"" AND mascot = ""golden bears""",331
"SELECT COUNT(tonnage__grt_) FROM table_name_8 WHERE nationality = ""united kingdom"" AND date = ""27 june 1941""","How much tonnage Tonnage (GRT) has a Nationality of united kingdom, and a Date of 27 june 1941?","CREATE TABLE table_name_8 (tonnage__grt_ VARCHAR, nationality VARCHAR, date VARCHAR)","Instruction: How much tonnage Tonnage (GRT) has a Nationality of united kingdom, and a Date of 27 june 1941?
Context: CREATE TABLE table_name_8 (tonnage__grt_ VARCHAR, nationality VARCHAR, date VARCHAR)
Response: SELECT COUNT(tonnage__grt_) FROM table_name_8 WHERE nationality = ""united kingdom"" AND date = ""27 june 1941""",321
"SELECT high_points FROM table_17058116_5 WHERE date = ""November 2""",Who scored the high points on the date November 2?,"CREATE TABLE table_17058116_5 (high_points VARCHAR, date VARCHAR)","Instruction: Who scored the high points on the date November 2?
Context: CREATE TABLE table_17058116_5 (high_points VARCHAR, date VARCHAR)
Response: SELECT high_points FROM table_17058116_5 WHERE date = ""November 2""",215
"SELECT game_site FROM table_16028499_2 WHERE date = ""October 29, 1989""","Where was the game site on October 29, 1989?","CREATE TABLE table_16028499_2 (game_site VARCHAR, date VARCHAR)","Instruction: Where was the game site on October 29, 1989?
Context: CREATE TABLE table_16028499_2 (game_site VARCHAR, date VARCHAR)
Response: SELECT game_site FROM table_16028499_2 WHERE date = ""October 29, 1989""",211
"SELECT winnings FROM table_2012187_1 WHERE poles = 0 AND team_s_ = ""Yates Racing Front Row Motorsports""",state the winnings of yates racing front row motorsports where poles were 0,"CREATE TABLE table_2012187_1 (winnings VARCHAR, poles VARCHAR, team_s_ VARCHAR)","Instruction: state the winnings of yates racing front row motorsports where poles were 0
Context: CREATE TABLE table_2012187_1 (winnings VARCHAR, poles VARCHAR, team_s_ VARCHAR)
Response: SELECT winnings FROM table_2012187_1 WHERE poles = 0 AND team_s_ = ""Yates Racing Front Row Motorsports""",291
"SELECT SUM(drawn) FROM table_name_76 WHERE position < 12 AND team = ""clitheroe"" AND lost > 4",How many draws did clitheroe have when their position was less than 12 and they lost less than 4 times?,"CREATE TABLE table_name_76 (drawn INTEGER, lost VARCHAR, position VARCHAR, team VARCHAR)","Instruction: How many draws did clitheroe have when their position was less than 12 and they lost less than 4 times?
Context: CREATE TABLE table_name_76 (drawn INTEGER, lost VARCHAR, position VARCHAR, team VARCHAR)
Response: SELECT SUM(drawn) FROM table_name_76 WHERE position < 12 AND team = ""clitheroe"" AND lost > 4",317
SELECT COUNT(till_mathura) FROM table_19787093_1 WHERE till_agra = 500,How many have the Till Agra of 500?,"CREATE TABLE table_19787093_1 (till_mathura VARCHAR, till_agra VARCHAR)","Instruction: How many have the Till Agra of 500?
Context: CREATE TABLE table_19787093_1 (till_mathura VARCHAR, till_agra VARCHAR)
Response: SELECT COUNT(till_mathura) FROM table_19787093_1 WHERE till_agra = 500",210
"SELECT COUNT(week) FROM table_name_12 WHERE opponent = ""at san francisco 49ers"" AND attendance < 34 OFFSET 354","How many weeks have an Opponent of at san francisco 49ers, and an Attendance smaller than 34,354?","CREATE TABLE table_name_12 (week VARCHAR, opponent VARCHAR, attendance VARCHAR)","Instruction: How many weeks have an Opponent of at san francisco 49ers, and an Attendance smaller than 34,354?
Context: CREATE TABLE table_name_12 (week VARCHAR, opponent VARCHAR, attendance VARCHAR)
Response: SELECT COUNT(week) FROM table_name_12 WHERE opponent = ""at san francisco 49ers"" AND attendance < 34 OFFSET 354",320
SELECT competition FROM table_name_52 WHERE year < 1983,What Competition has a Year smaller than 1983?,"CREATE TABLE table_name_52 (competition VARCHAR, year INTEGER)","Instruction: What Competition has a Year smaller than 1983?
Context: CREATE TABLE table_name_52 (competition VARCHAR, year INTEGER)
Response: SELECT competition FROM table_name_52 WHERE year < 1983",197
"SELECT track FROM table_name_86 WHERE pole_position = ""takashi kogure""",On which track did Takashi Kogure hold pole position?,"CREATE TABLE table_name_86 (track VARCHAR, pole_position VARCHAR)","Instruction: On which track did Takashi Kogure hold pole position?
Context: CREATE TABLE table_name_86 (track VARCHAR, pole_position VARCHAR)
Response: SELECT track FROM table_name_86 WHERE pole_position = ""takashi kogure""",222
SELECT SUM(loss) FROM table_name_82 WHERE gain = 2646,Can you tell me the sum of Loss that has the Gain of 2646?,"CREATE TABLE table_name_82 (loss INTEGER, gain VARCHAR)","Instruction: Can you tell me the sum of Loss that has the Gain of 2646?
Context: CREATE TABLE table_name_82 (loss INTEGER, gain VARCHAR)
Response: SELECT SUM(loss) FROM table_name_82 WHERE gain = 2646",200
"SELECT position FROM table_14342210_6 WHERE player = ""Redden""",Which position did Redden play?,"CREATE TABLE table_14342210_6 (position VARCHAR, player VARCHAR)","Instruction: Which position did Redden play?
Context: CREATE TABLE table_14342210_6 (position VARCHAR, player VARCHAR)
Response: SELECT position FROM table_14342210_6 WHERE player = ""Redden""",190
"SELECT athletes FROM table_name_44 WHERE rank = ""bronze""",Which Athletes have a Rank of bronze?,"CREATE TABLE table_name_44 (athletes VARCHAR, rank VARCHAR)","Instruction: Which Athletes have a Rank of bronze?
Context: CREATE TABLE table_name_44 (athletes VARCHAR, rank VARCHAR)
Response: SELECT athletes FROM table_name_44 WHERE rank = ""bronze""",186
"SELECT english_version FROM table_25173505_15 WHERE character = ""Drizella""",Who voiced Drizella in the English version?,"CREATE TABLE table_25173505_15 (english_version VARCHAR, character VARCHAR)","Instruction: Who voiced Drizella in the English version?
Context: CREATE TABLE table_25173505_15 (english_version VARCHAR, character VARCHAR)
Response: SELECT english_version FROM table_25173505_15 WHERE character = ""Drizella""",226
"SELECT score FROM table_name_24 WHERE date = ""may 26""",What was the score of the game on May 26?,"CREATE TABLE table_name_24 (score VARCHAR, date VARCHAR)","Instruction: What was the score of the game on May 26?
Context: CREATE TABLE table_name_24 (score VARCHAR, date VARCHAR)
Response: SELECT score FROM table_name_24 WHERE date = ""may 26""",184
"SELECT AVG(goals) FROM table_name_32 WHERE competition = ""bundesliga"" AND apps < 7",How many goals did he have in the bundesliga with under 7 appearances?,"CREATE TABLE table_name_32 (goals INTEGER, competition VARCHAR, apps VARCHAR)","Instruction: How many goals did he have in the bundesliga with under 7 appearances?
Context: CREATE TABLE table_name_32 (goals INTEGER, competition VARCHAR, apps VARCHAR)
Response: SELECT AVG(goals) FROM table_name_32 WHERE competition = ""bundesliga"" AND apps < 7",263
"SELECT team__number2 FROM table_19130829_4 WHERE team__number1 = ""Iraklis""",What's the team #2 in the round where team #1 is Iraklis?,"CREATE TABLE table_19130829_4 (team__number2 VARCHAR, team__number1 VARCHAR)","Instruction: What's the team #2 in the round where team #1 is Iraklis?
Context: CREATE TABLE table_19130829_4 (team__number2 VARCHAR, team__number1 VARCHAR)
Response: SELECT team__number2 FROM table_19130829_4 WHERE team__number1 = ""Iraklis""",241
"SELECT result FROM table_name_69 WHERE score = ""12-22""",What outcome has a score of 12-22?,"CREATE TABLE table_name_69 (result VARCHAR, score VARCHAR)","Instruction: What outcome has a score of 12-22?
Context: CREATE TABLE table_name_69 (result VARCHAR, score VARCHAR)
Response: SELECT result FROM table_name_69 WHERE score = ""12-22""",180
"SELECT national_team FROM table_name_95 WHERE club = ""arsenal"" AND apps < 4 AND year = ""2010""","Which National team has a Club of arsenal, and Apps smaller than 4, and a Year of 2010?","CREATE TABLE table_name_95 (national_team VARCHAR, year VARCHAR, club VARCHAR, apps VARCHAR)","Instruction: Which National team has a Club of arsenal, and Apps smaller than 4, and a Year of 2010?
Context: CREATE TABLE table_name_95 (national_team VARCHAR, year VARCHAR, club VARCHAR, apps VARCHAR)
Response: SELECT national_team FROM table_name_95 WHERE club = ""arsenal"" AND apps < 4 AND year = ""2010""",306
"SELECT withdrawn FROM table_name_72 WHERE gsr_class = ""296""",What is withdrawn with a GSR Class of 296?,"CREATE TABLE table_name_72 (withdrawn VARCHAR, gsr_class VARCHAR)","Instruction: What is withdrawn with a GSR Class of 296?
Context: CREATE TABLE table_name_72 (withdrawn VARCHAR, gsr_class VARCHAR)
Response: SELECT withdrawn FROM table_name_72 WHERE gsr_class = ""296""",200
SELECT MIN(starts) FROM table_23239946_3,How many starts are there?,CREATE TABLE table_23239946_3 (starts INTEGER),"Instruction: How many starts are there?
Context: CREATE TABLE table_23239946_3 (starts INTEGER)
Response: SELECT MIN(starts) FROM table_23239946_3",146
SELECT title FROM songs WHERE title LIKE '% the %',"Find all the songs whose name contains the word ""the"".",CREATE TABLE songs (title VARCHAR),"Instruction: Find all the songs whose name contains the word ""the"".
Context: CREATE TABLE songs (title VARCHAR)
Response: SELECT title FROM songs WHERE title LIKE '% the %'",172
"SELECT award FROM table_name_14 WHERE recipient = ""charlie productions ltd""",What award did Charlie Productions Ltd receive?,"CREATE TABLE table_name_14 (award VARCHAR, recipient VARCHAR)","Instruction: What award did Charlie Productions Ltd receive?
Context: CREATE TABLE table_name_14 (award VARCHAR, recipient VARCHAR)
Response: SELECT award FROM table_name_14 WHERE recipient = ""charlie productions ltd""",217
"SELECT record FROM table_name_38 WHERE date = ""november 13, 1932""","What was the record at the game on November 13, 1932?","CREATE TABLE table_name_38 (record VARCHAR, date VARCHAR)","Instruction: What was the record at the game on November 13, 1932?
Context: CREATE TABLE table_name_38 (record VARCHAR, date VARCHAR)
Response: SELECT record FROM table_name_38 WHERE date = ""november 13, 1932""",209
"SELECT MIN(wins) FROM table_name_51 WHERE year > 1986 AND team = ""lucky strike yamaha"" AND points < 6","After 1986, how many Wins did Lucky Strike Yamaha Team with less than 6 Points have?","CREATE TABLE table_name_51 (wins INTEGER, points VARCHAR, year VARCHAR, team VARCHAR)","Instruction: After 1986, how many Wins did Lucky Strike Yamaha Team with less than 6 Points have?
Context: CREATE TABLE table_name_51 (wins INTEGER, points VARCHAR, year VARCHAR, team VARCHAR)
Response: SELECT MIN(wins) FROM table_name_51 WHERE year > 1986 AND team = ""lucky strike yamaha"" AND points < 6",304
SELECT document_type_code FROM documents GROUP BY document_type_code HAVING SUM(access_count) > 10000,What document types do have more than 10000 total access number.,"CREATE TABLE documents (document_type_code VARCHAR, access_count INTEGER)","Instruction: What document types do have more than 10000 total access number.
Context: CREATE TABLE documents (document_type_code VARCHAR, access_count INTEGER)
Response: SELECT document_type_code FROM documents GROUP BY document_type_code HAVING SUM(access_count) > 10000",272
"SELECT date FROM table_name_28 WHERE name__location_ = ""belyanitsky, ivanovo, and balino""","What Date does the Name (location) Belyanitsky, Ivanovo, and Balino have?","CREATE TABLE table_name_28 (date VARCHAR, name__location_ VARCHAR)","Instruction: What Date does the Name (location) Belyanitsky, Ivanovo, and Balino have?
Context: CREATE TABLE table_name_28 (date VARCHAR, name__location_ VARCHAR)
Response: SELECT date FROM table_name_28 WHERE name__location_ = ""belyanitsky, ivanovo, and balino""",262
"SELECT MIN(year) FROM table_name_37 WHERE manager = ""bobby dews"" AND playoffs = ""lost in 1st round""","Which Year has a Manager of bobby dews, and Playoffs of lost in 1st round?","CREATE TABLE table_name_37 (year INTEGER, manager VARCHAR, playoffs VARCHAR)","Instruction: Which Year has a Manager of bobby dews, and Playoffs of lost in 1st round?
Context: CREATE TABLE table_name_37 (year INTEGER, manager VARCHAR, playoffs VARCHAR)
Response: SELECT MIN(year) FROM table_name_37 WHERE manager = ""bobby dews"" AND playoffs = ""lost in 1st round""",283
"SELECT MAX(year) FROM table_name_91 WHERE score = ""4–6, 6–3, 7–5""","What is the most recent year in which the score was 4–6, 6–3, 7–5?","CREATE TABLE table_name_91 (year INTEGER, score VARCHAR)","Instruction: What is the most recent year in which the score was 4–6, 6–3, 7–5?
Context: CREATE TABLE table_name_91 (year INTEGER, score VARCHAR)
Response: SELECT MAX(year) FROM table_name_91 WHERE score = ""4–6, 6–3, 7–5""",221
"SELECT launched FROM table_name_55 WHERE name = ""ushio dd-54""",What is the launch date for the Ushio dd-54?,"CREATE TABLE table_name_55 (launched VARCHAR, name VARCHAR)","Instruction: What is the launch date for the Ushio dd-54?
Context: CREATE TABLE table_name_55 (launched VARCHAR, name VARCHAR)
Response: SELECT launched FROM table_name_55 WHERE name = ""ushio dd-54""",198
SELECT player FROM table_name_22 WHERE total = 295,Which player had a total of 295?,"CREATE TABLE table_name_22 (player VARCHAR, total VARCHAR)","Instruction: Which player had a total of 295?
Context: CREATE TABLE table_name_22 (player VARCHAR, total VARCHAR)
Response: SELECT player FROM table_name_22 WHERE total = 295",174
"SELECT score_in_the_final FROM table_name_47 WHERE surface = ""hard"" AND date = ""august 20, 1989""","Which Score in the final has a Surface of hard on august 20, 1989?","CREATE TABLE table_name_47 (score_in_the_final VARCHAR, surface VARCHAR, date VARCHAR)","Instruction: Which Score in the final has a Surface of hard on august 20, 1989?
Context: CREATE TABLE table_name_47 (score_in_the_final VARCHAR, surface VARCHAR, date VARCHAR)
Response: SELECT score_in_the_final FROM table_name_47 WHERE surface = ""hard"" AND date = ""august 20, 1989""",282
"SELECT speed FROM table_name_95 WHERE noaa = ""37""",What is the speed of the higher harmonics that have an NOAA of 37?,"CREATE TABLE table_name_95 (speed VARCHAR, noaa VARCHAR)","Instruction: What is the speed of the higher harmonics that have an NOAA of 37?
Context: CREATE TABLE table_name_95 (speed VARCHAR, noaa VARCHAR)
Response: SELECT speed FROM table_name_95 WHERE noaa = ""37""",205
"SELECT event FROM table_name_4 WHERE time = ""4:01.00""",What Event's Time is 4:01.00?,"CREATE TABLE table_name_4 (event VARCHAR, time VARCHAR)","Instruction: What Event's Time is 4:01.00?
Context: CREATE TABLE table_name_4 (event VARCHAR, time VARCHAR)
Response: SELECT event FROM table_name_4 WHERE time = ""4:01.00""",171
"SELECT AVG(silver) FROM table_name_87 WHERE bronze < 15 AND nation = ""montenegro"" AND total > 11","What is the average amount of silver medals Montenegro, who has less than 15 bronze and more than 11 total medals, has?","CREATE TABLE table_name_87 (silver INTEGER, total VARCHAR, bronze VARCHAR, nation VARCHAR)","Instruction: What is the average amount of silver medals Montenegro, who has less than 15 bronze and more than 11 total medals, has?
Context: CREATE TABLE table_name_87 (silver INTEGER, total VARCHAR, bronze VARCHAR, nation VARCHAR)
Response: SELECT AVG(silver) FROM table_name_87 WHERE bronze < 15 AND nation = ""montenegro"" AND total > 11",339
"SELECT 2003 FROM table_name_37 WHERE 2005 = ""did not qualify""",what is 2003 when 2005 is did not qualify?,CREATE TABLE table_name_37 (Id VARCHAR),"Instruction: what is 2003 when 2005 is did not qualify?
Context: CREATE TABLE table_name_37 (Id VARCHAR)
Response: SELECT 2003 FROM table_name_37 WHERE 2005 = ""did not qualify""",176
SELECT name FROM table_name_53 WHERE overs < 2047.3 AND wickets > 200 AND average > 29.02,"Who has fewer than 2047.3 overs, more than 200 wickets and an average of 29.02?","CREATE TABLE table_name_53 (name VARCHAR, average VARCHAR, overs VARCHAR, wickets VARCHAR)","Instruction: Who has fewer than 2047.3 overs, more than 200 wickets and an average of 29.02?
Context: CREATE TABLE table_name_53 (name VARCHAR, average VARCHAR, overs VARCHAR, wickets VARCHAR)
Response: SELECT name FROM table_name_53 WHERE overs < 2047.3 AND wickets > 200 AND average > 29.02",292
"SELECT sepal_width FROM table_10477224_1 WHERE species = ""I.virginica"" AND petal_length = ""5.1""",Name the sepal width for i.virginica with petal length of 5.1,"CREATE TABLE table_10477224_1 (sepal_width VARCHAR, species VARCHAR, petal_length VARCHAR)","Instruction: Name the sepal width for i.virginica with petal length of 5.1
Context: CREATE TABLE table_10477224_1 (sepal_width VARCHAR, species VARCHAR, petal_length VARCHAR)
Response: SELECT sepal_width FROM table_10477224_1 WHERE species = ""I.virginica"" AND petal_length = ""5.1""",280
"SELECT team FROM table_28628309_8 WHERE player = ""Ronjay Buenafe""",What is the team when player is listed as Ronjay Buenafe?,"CREATE TABLE table_28628309_8 (team VARCHAR, player VARCHAR)","Instruction: What is the team when player is listed as Ronjay Buenafe?
Context: CREATE TABLE table_28628309_8 (team VARCHAR, player VARCHAR)
Response: SELECT team FROM table_28628309_8 WHERE player = ""Ronjay Buenafe""",216
"SELECT start___utc__ FROM table_22385461_9 WHERE spacecraft = ""Shenzhou 7 EVA 1""","If the spacecraft is the Shenzhou 7 Eva 1, what is the start (utc) date and time?","CREATE TABLE table_22385461_9 (start___utc__ VARCHAR, spacecraft VARCHAR)","Instruction: If the spacecraft is the Shenzhou 7 Eva 1, what is the start (utc) date and time?
Context: CREATE TABLE table_22385461_9 (start___utc__ VARCHAR, spacecraft VARCHAR)
Response: SELECT start___utc__ FROM table_22385461_9 WHERE spacecraft = ""Shenzhou 7 EVA 1""",268
SELECT date FROM table_14984078_1 WHERE week = 13,What was the game date in week 13?,"CREATE TABLE table_14984078_1 (date VARCHAR, week VARCHAR)","Instruction: What was the game date in week 13?
Context: CREATE TABLE table_14984078_1 (date VARCHAR, week VARCHAR)
Response: SELECT date FROM table_14984078_1 WHERE week = 13",175
"SELECT high_rebounds FROM table_name_73 WHERE date = ""november 29""","For the game played on November 29, who had the highest rebounds?","CREATE TABLE table_name_73 (high_rebounds VARCHAR, date VARCHAR)","Instruction: For the game played on November 29, who had the highest rebounds?
Context: CREATE TABLE table_name_73 (high_rebounds VARCHAR, date VARCHAR)
Response: SELECT high_rebounds FROM table_name_73 WHERE date = ""november 29""",229
"SELECT MAX(game) FROM table_name_92 WHERE record = ""21-30-11""","What is the highest Game, when Record is ""21-30-11""?","CREATE TABLE table_name_92 (game INTEGER, record VARCHAR)","Instruction: What is the highest Game, when Record is ""21-30-11""?
Context: CREATE TABLE table_name_92 (game INTEGER, record VARCHAR)
Response: SELECT MAX(game) FROM table_name_92 WHERE record = ""21-30-11""",204
"SELECT COUNT(outcome) FROM table_26202940_6 WHERE date = ""January 31, 2010""","How many outcomes occur on the date of January 31, 2010?","CREATE TABLE table_26202940_6 (outcome VARCHAR, date VARCHAR)","Instruction: How many outcomes occur on the date of January 31, 2010?
Context: CREATE TABLE table_26202940_6 (outcome VARCHAR, date VARCHAR)
Response: SELECT COUNT(outcome) FROM table_26202940_6 WHERE date = ""January 31, 2010""",226
SELECT COUNT(bronze) FROM table_name_8 WHERE gold > 9,How many bronze medals for the nation with over 9 golds?,"CREATE TABLE table_name_8 (bronze VARCHAR, gold INTEGER)","Instruction: How many bronze medals for the nation with over 9 golds?
Context: CREATE TABLE table_name_8 (bronze VARCHAR, gold INTEGER)
Response: SELECT COUNT(bronze) FROM table_name_8 WHERE gold > 9",199
SELECT years FROM table_name_63 WHERE matches > 158 AND rank > 9 AND goals < 84,"In what years was there a rank lower than 9, under 84 goals, and more than 158 matches?","CREATE TABLE table_name_63 (years VARCHAR, goals VARCHAR, matches VARCHAR, rank VARCHAR)","Instruction: In what years was there a rank lower than 9, under 84 goals, and more than 158 matches?
Context: CREATE TABLE table_name_63 (years VARCHAR, goals VARCHAR, matches VARCHAR, rank VARCHAR)
Response: SELECT years FROM table_name_63 WHERE matches > 158 AND rank > 9 AND goals < 84",288
"SELECT format FROM table_name_78 WHERE release_date = ""august 1996""",What format was released in August 1996?,"CREATE TABLE table_name_78 (format VARCHAR, release_date VARCHAR)","Instruction: What format was released in August 1996?
Context: CREATE TABLE table_name_78 (format VARCHAR, release_date VARCHAR)
Response: SELECT format FROM table_name_78 WHERE release_date = ""august 1996""",206
"SELECT COUNT(party) FROM table_1341690_20 WHERE incumbent = ""Robert Bauman""",How many instances are there of party in the situation where Robert Bauman is the incumbent politician?,"CREATE TABLE table_1341690_20 (party VARCHAR, incumbent VARCHAR)","Instruction: How many instances are there of party in the situation where Robert Bauman is the incumbent politician?
Context: CREATE TABLE table_1341690_20 (party VARCHAR, incumbent VARCHAR)
Response: SELECT COUNT(party) FROM table_1341690_20 WHERE incumbent = ""Robert Bauman""",276
